trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2824,False,"{'a': 0.7, 'e': -0.2751146771811973}",20,0,29.942111358849157,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2825,False,"{'a': 0.7, 'e': -0.27360492281022947}",20,16,5.982408628504936,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2826,False,"{'a': 0.7, 'e': -0.27209449403062597}",25,10,25.56715749999992,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2827,False,"{'a': 0.7, 'e': -0.27058339456544184}",20,9,22.56227882796337,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2828,False,"{'a': 0.7, 'e': -0.26907162813938545}",20,16,7.898023130973711,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2829,False,"{'a': 0.7, 'e': -0.26755919847880916}",20,3,28.298027259899403,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2830,False,"{'a': 0.7, 'e': -0.2660461093116999}",30,19,22.197483771376618,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2831,False,"{'a': 0.7, 'e': -0.2645323643676706}",20,14,9.156263288106382,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2832,False,"{'a': 0.7, 'e': -0.26301796737795025}",25,13,20.97114731793142,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2833,False,"{'a': 0.7, 'e': -0.2615029220753762}",30,21,15.921762811453355,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2834,False,"{'a': 0.7, 'e': -0.25998723219438097}",25,0,35.74596216552061,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2835,False,"{'a': 0.7, 'e': -0.2584709014709888}",20,16,8.511574973451765,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2836,False,"{'a': 0.7, 'e': -0.25695393364280245}",30,14,28.156533115377602,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2837,False,"{'a': 0.7, 'e': -0.25543633244899516}",20,16,7.295911335913031,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2838,False,"{'a': 0.7, 'e': -0.2539181016303014}",35,17,31.830067413791596,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2839,False,"{'a': 0.7, 'e': -0.2523992449290074}",25,5,31.380322523186166,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2840,False,"{'a': 0.7, 'e': -0.2508797660889424}",30,12,25.992242582063923,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2841,False,"{'a': 0.7, 'e': -0.249359668855469}",25,0,35.24757105108047,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2842,False,"{'a': 0.7, 'e': -0.2478389569754741}",20,0,31.814838246697065,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2843,False,"{'a': 0.7, 'e': -0.24631763419735964}",20,11,17.41935785624974,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2844,False,"{'a': 0.7, 'e': -0.24479570427103334}",35,24,16.577761165782228,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2845,False,"{'a': 0.7, 'e': -0.24327317094790038}",30,16,25.121231388739826,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2846,False,"{'a': 0.7, 'e': -0.24175003798085068}",25,1,38.34232071112655,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2847,False,"{'a': 0.7, 'e': -0.24022630912425474}",20,13,12.156238748582135,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2848,False,"{'a': 0.7, 'e': -0.2387019881339511}",25,13,19.8800611528995,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2849,False,"{'a': 0.7, 'e': -0.23717707876723776}",25,14,19.186457558742454,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2850,False,"{'a': 0.7, 'e': -0.23565158478286302}",25,19,10.332661569236626,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2851,False,"{'a': 0.7, 'e': -0.2341255099410163}",25,13,21.108349587158596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2852,False,"{'a': 0.7, 'e': -0.23259885800331864}",25,11,23.749360289967253,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2853,False,"{'a': 0.7, 'e': -0.23107163273281367}",20,0,32.72795403035719,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2854,False,"{'a': 0.7, 'e': -0.22954383789395816}",25,13,23.092283294758182,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2855,False,"{'a': 0.7, 'e': -0.22801547725261287}",20,14,11.237903593730977,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2856,False,"{'a': 0.7, 'e': -0.22648655457603312}",25,1,34.17945838197605,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2857,False,"{'a': 0.7, 'e': -0.2249570736328597}",30,19,17.07677543566002,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2858,False,"{'a': 0.7, 'e': -0.2234270381931102}",20,13,12.878233599894891,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2859,False,"{'a': 0.7, 'e': -0.22189645202816655}",25,5,36.58403557026756,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2860,False,"{'a': 0.7, 'e': -0.22036531891077063}",20,13,13.85452824766195,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2861,False,"{'a': 0.7, 'e': -0.2188336426150117}",20,6,24.71493145926968,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2862,False,"{'a': 0.7, 'e': -0.21730142691631787}",25,11,24.52996001100508,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2863,False,"{'a': 0.7, 'e': -0.21576867559144688}",25,14,19.31248806086201,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2864,False,"{'a': 0.7, 'e': -0.21423539241847667}",20,8,21.038223954362312,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2865,False,"{'a': 0.7, 'e': -0.21270158117679616}",20,12,16.746981791665903,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2866,False,"{'a': 0.7, 'e': -0.2111672456470959}",20,12,14.741549989450583,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2867,False,"{'a': 0.7, 'e': -0.20963238961135874}",20,11,13.803556206052265,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2868,False,"{'a': 0.7, 'e': -0.2080970168528506}",35,21,19.94104997873557,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2869,False,"{'a': 0.7, 'e': -0.20656113115611097}",20,7,17.868541239812636,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2870,False,"{'a': 0.7, 'e': -0.2050247363069446}",20,11,16.98840657764002,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2871,False,"{'a': 0.7, 'e': -0.2034878360924086}",20,6,27.534211959369372,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2872,False,"{'a': 0.7, 'e': -0.2019504343008085}",20,14,11.583291757460419,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2873,False,"{'a': 0.7, 'e': -0.20041253472168513}",20,15,8.596570774335568,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2874,False,"{'a': 0.7, 'e': -0.1988741411458064}",30,22,14.60946686813986,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2875,False,"{'a': 0.7, 'e': -0.19733525736515786}",20,16,7.907601080761959,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2876,False,"{'a': 0.7, 'e': -0.19579588717293334}",20,14,10.91841136173259,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2877,False,"{'a': 0.7, 'e': -0.19425603436352565}",30,12,27.066653009809585,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2878,False,"{'a': 0.7, 'e': -0.19271570273251723}",20,12,14.992043373675001,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2879,False,"{'a': 0.7, 'e': -0.1911748960766707}",20,15,11.992842763937341,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2880,False,"{'a': 0.7, 'e': -0.18963361819391963}",35,20,24.10609628214211,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2881,False,"{'a': 0.7, 'e': -0.1880918728833591}",25,12,20.588617173297514,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2882,False,"{'a': 0.7, 'e': -0.18654966394523634}",20,5,25.387855086529356,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2883,False,"{'a': 0.7, 'e': -0.1850069951809422}",20,0,31.45658215756529,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2884,False,"{'a': 0.7, 'e': -0.1834638703929985}",20,0,34.23226377487946,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2885,False,"{'a': 0.7, 'e': -0.18192029338505353}",25,11,24.45136056640642,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2886,False,"{'a': 0.7, 'e': -0.18037626796186948}",20,10,15.981576394951935,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2887,False,"{'a': 0.7, 'e': -0.1788317979293139}",30,17,27.28101601539783,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2888,False,"{'a': 0.7, 'e': -0.17728688709435012}",20,8,21.398233851821917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2889,False,"{'a': 0.7, 'e': -0.17574153926502808}",25,2,36.74772435077325,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2890,False,"{'a': 0.7, 'e': -0.17419575825047492}",20,12,12.064797296112722,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2891,False,"{'a': 0.7, 'e': -0.17264954786088546}",20,14,12.851572065426685,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2892,False,"{'a': 0.7, 'e': -0.17110291190751287}",20,0,31.135939754574704,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2893,False,"{'a': 0.7, 'e': -0.16955585420265934}",25,13,23.679945394113272,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2894,False,"{'a': 0.7, 'e': -0.16800837855966666}",35,19,25.140044827567042,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2895,False,"{'a': 0.7, 'e': -0.1664604887929076}",30,20,19.645412147987436,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2896,False,"{'a': 0.7, 'e': -0.1649121887177731}",20,0,31.14066921446403,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2897,False,"{'a': 0.7, 'e': -0.16336348215066815}",20,14,11.43601606746857,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2898,False,"{'a': 0.7, 'e': -0.16181437290899875}",20,13,14.468668141284493,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2899,False,"{'a': 0.7, 'e': -0.16026486481116348}",30,16,22.77456910458972,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2900,False,"{'a': 0.7, 'e': -0.15871496167654411}",25,4,31.551239956156273,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2901,False,"{'a': 0.7, 'e': -0.15716466732549605}",30,16,27.451876147360956,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2902,False,"{'a': 0.7, 'e': -0.15561398557933906}",20,15,10.65367635875937,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2903,False,"{'a': 0.7, 'e': -0.15406292026034782}",25,12,22.88555107587925,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2904,False,"{'a': 0.7, 'e': -0.15251147519174243}",20,10,19.788050769930592,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2905,False,"{'a': 0.7, 'e': -0.15095965419767907}",20,9,25.069473080751223,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2906,False,"{'a': 0.7, 'e': -0.1494074611032405}",20,16,7.5523871168837555,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2907,False,"{'a': 0.7, 'e': -0.1478548997344267}",25,10,26.855552280411064,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2908,False,"{'a': 0.7, 'e': -0.14630197391814628}",20,13,10.490493209868525,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2909,False,"{'a': 0.7, 'e': -0.14474868748220354}",20,12,17.002441438965583,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2910,False,"{'a': 0.7, 'e': -0.14319504425529433}",20,3,27.431565607226688,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2911,False,"{'a': 0.7, 'e': -0.14164104806699304}",25,20,5.824522797064062,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2912,False,"{'a': 0.7, 'e': -0.14008670274774407}",25,14,20.606213263873634,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2913,False,"{'a': 0.7, 'e': -0.13853201212885244}",25,10,27.510061952111187,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2914,False,"{'a': 0.7, 'e': -0.13697698004247422}",35,24,19.66666819764949,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2915,False,"{'a': 0.7, 'e': -0.13542161032160727}",20,8,19.022425986164176,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2916,False,"{'a': 0.7, 'e': -0.13386590680008162}",25,7,24.369727421274217,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2917,False,"{'a': 0.7, 'e': -0.13230987331255006}",20,9,21.892333118570235,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2918,False,"{'a': 0.7, 'e': -0.13075351369447874}",25,11,23.947943907313295,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2919,False,"{'a': 0.7, 'e': -0.12919683178213776}",20,10,15.973475666591789,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2920,False,"{'a': 0.7, 'e': -0.12763983141259239}",30,6,39.007917989784914,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2921,False,"{'a': 0.7, 'e': -0.1260825164236903}",30,16,27.308192872406135,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2922,False,"{'a': 0.7, 'e': -0.12452489065405734}",20,12,13.686217587033608,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2923,False,"{'a': 0.7, 'e': -0.12296695794308445}",25,0,36.4247102199218,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2924,False,"{'a': 0.7, 'e': -0.12140872213091917}",25,17,12.365439967574371,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2925,False,"{'a': 0.7, 'e': -0.11985018705845621}",25,12,26.36826567456722,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2926,False,"{'a': 0.7, 'e': -0.11829135656732782}",20,9,19.62474939849077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2927,False,"{'a': 0.7, 'e': -0.11673223449989453}",25,15,14.502986671928813,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2928,False,"{'a': 0.7, 'e': -0.11517282469923554}",25,16,14.836477506515259,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2929,False,"{'a': 0.7, 'e': -0.11361313100913925}",25,14,17.644233483697896,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2930,False,"{'a': 0.7, 'e': -0.11205315727409386}",20,8,20.32244792859896,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2931,False,"{'a': 0.7, 'e': -0.11049290733927783}",20,0,30.76487883192325,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2932,False,"{'a': 0.7, 'e': -0.10893238505055133}",35,20,31.81727100057043,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2933,False,"{'a': 0.7, 'e': -0.1073715942544432}",30,16,24.708898637954473,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2934,False,"{'a': 0.7, 'e': -0.10581053879814675}",25,11,23.461810151664807,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2935,False,"{'a': 0.7, 'e': -0.10424922252950679}",25,3,35.81791186435295,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2936,False,"{'a': 0.7, 'e': -0.10268764929701099}",25,13,26.66182265626344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2937,False,"{'a': 0.7, 'e': -0.10112582294978044}",35,23,21.719084627463776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2938,False,"{'a': 0.7, 'e': -0.0995637473375601}",30,21,15.627340327874787,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2939,False,"{'a': 0.7, 'e': -0.09800142631070935}",20,11,15.61511577608672,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2940,False,"{'a': 0.7, 'e': -0.09643886372019252}",20,10,19.024948909972153,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2941,False,"{'a': 0.7, 'e': -0.09487606341756932}",20,9,18.07531902174606,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2942,False,"{'a': 0.7, 'e': -0.09331302925498546}",30,21,19.517468609761163,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2943,False,"{'a': 0.7, 'e': -0.09174976508516301}",25,11,24.754116130193477,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2944,False,"{'a': 0.7, 'e': -0.09018627476139107}",20,15,10.435921430274592,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2945,False,"{'a': 0.7, 'e': -0.08862256213751701}",35,20,25.76643199353345,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2946,False,"{'a': 0.7, 'e': -0.08705863106793353}",20,10,20.668349127013578,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2947,False,"{'a': 0.7, 'e': -0.08549448540757441}",20,9,17.495622658550932,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2948,False,"{'a': 0.7, 'e': -0.08393012901190149}",30,12,30.177402046876903,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2949,False,"{'a': 0.7, 'e': -0.08236556573689606}",20,8,25.320550631736623,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2950,False,"{'a': 0.7, 'e': -0.08080079943904936}",20,12,16.717020217853502,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2951,False,"{'a': 0.7, 'e': -0.07923583397535303}",20,14,11.635489647029019,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2952,False,"{'a': 0.7, 'e': -0.07767067320328964}",20,9,19.703383920284715,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2953,False,"{'a': 0.7, 'e': -0.0761053209808232}",30,15,28.260633739095272,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2954,False,"{'a': 0.7, 'e': -0.07453978116638962}",20,10,11.840660357254217,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2955,False,"{'a': 0.7, 'e': -0.07297405761888717}",25,2,36.84111283656343,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2956,False,"{'a': 0.7, 'e': -0.07140815419766705}",20,12,18.676016216132222,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2957,False,"{'a': 0.7, 'e': -0.06984207476252469}",25,8,27.48251221584352,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2958,False,"{'a': 0.7, 'e': -0.06827582317368672}",25,11,26.932060528820067,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2959,False,"{'a': 0.7, 'e': -0.06670940329180677}",20,11,15.96575266116744,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2960,False,"{'a': 0.7, 'e': -0.06514281897795245}",30,19,21.898570507094988,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2961,False,"{'a': 0.7, 'e': -0.06357607409359659}",20,8,18.81450484998886,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2962,False,"{'a': 0.7, 'e': -0.06200917250060788}",30,4,44.5446845476542,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
2963,False,"{'a': 0.7, 'e': -0.060442118061241286}",25,7,25.308183512731336,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2964,False,"{'a': 0.7, 'e': -0.05887491463812848}",20,10,14.3753450457282,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2965,False,"{'a': 0.7, 'e': -0.05730756609426839}",20,8,22.00257594997698,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2966,False,"{'a': 0.7, 'e': -0.05574007629301765}",25,9,24.163075597661532,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2967,False,"{'a': 0.7, 'e': -0.054172449098081076}",30,16,21.678501418345974,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2968,False,"{'a': 0.7, 'e': -0.05260468837350215}",20,14,13.709326995896614,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2969,False,"{'a': 0.7, 'e': -0.05103679798365349}",20,0,24.095434407076137,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2970,False,"{'a': 0.7, 'e': -0.049468781793228195}",25,11,23.335861861975033,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2971,False,"{'a': 0.7, 'e': -0.04790064366722683}",20,16,8.604519345084732,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2972,False,"{'a': 0.7, 'e': -0.04633238747095314}",20,0,24.379172486457154,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2973,False,"{'a': 0.7, 'e': -0.04476401707000103}",30,6,35.5843833867324,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2974,False,"{'a': 0.7, 'e': -0.04319553633024591}",20,9,20.489447155252105,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2975,False,"{'a': 0.7, 'e': -0.041626949117835155}",20,2,28.99107725326615,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2976,False,"{'a': 0.7, 'e': -0.0400582592991786}",20,16,7.642971741038728,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2977,False,"{'a': 0.7, 'e': -0.038489470740938975}",35,18,32.47359583073678,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2978,False,"{'a': 0.7, 'e': -0.036920587310022415}",20,10,17.297203043808917,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2979,False,"{'a': 0.7, 'e': -0.03535161287356888}",25,0,36.80720278378196,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2980,False,"{'a': 0.7, 'e': -0.033782551298942684}",20,13,13.985399689255026,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2981,False,"{'a': 0.7, 'e': -0.032213406453722886}",20,9,23.70738071652353,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2982,False,"{'a': 0.7, 'e': -0.03064418220569472}",25,17,15.988833764974094,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2983,False,"{'a': 0.7, 'e': -0.029074882422836464}",20,14,9.084290582952294,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2984,False,"{'a': 0.7, 'e': -0.027505510973315245}",20,9,20.1022279676669,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2985,False,"{'a': 0.7, 'e': -0.025936071725473953}",25,19,9.8992818486227,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2986,False,"{'a': 0.7, 'e': -0.024366568547822598}",20,13,13.796217877346937,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2987,False,"{'a': 0.7, 'e': -0.022797005309028767}",20,11,16.677727994271883,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2988,False,"{'a': 0.7, 'e': -0.02122738587790809}",20,2,27.383064219022685,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2989,False,"{'a': 0.7, 'e': -0.019657714123414712}",20,6,24.069449165418995,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2990,False,"{'a': 0.7, 'e': -0.018087993914631742}",20,10,21.663278016556305,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2991,False,"{'a': 0.7, 'e': -0.016518229120761733}",20,1,28.496627742886492,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2992,False,"{'a': 0.7, 'e': -0.014948423611117126}",20,11,18.83093518391638,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2993,False,"{'a': 0.7, 'e': -0.013378581255110728}",25,10,26.220548913671482,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2994,False,"{'a': 0.7, 'e': -0.01180870592224617}",20,0,25.088469818375884,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2995,False,"{'a': 0.7, 'e': -0.010238801482109249}",20,8,20.379232949849538,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2996,False,"{'a': 0.7, 'e': -0.00866887180435485}",30,12,24.524072684097312,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2997,False,"{'a': 0.7, 'e': -0.007098920758702732}",25,0,33.38440252107541,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2998,False,"{'a': 0.7, 'e': -0.005528952214924429}",20,12,13.620669809402765,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2999,False,"{'a': 0.7, 'e': -0.003958970042834611}",30,16,26.662718941582906,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3000,False,"{'a': 0.7, 'e': -0.0023889781122815386}",20,10,18.072789875680666,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3001,False,"{'a': 0.7, 'e': -0.0008189802931375269}",20,5,28.660740126418993,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3002,False,"{'a': 0.7, 'e': 0.0007510195447105946}",20,15,9.449169599233848,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3003,False,"{'a': 0.7, 'e': 0.0023210175313710204}",25,12,18.898650929545767,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3004,False,"{'a': 0.7, 'e': 0.0038910097969565086}",25,8,29.073220045922447,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3005,False,"{'a': 0.7, 'e': 0.005460992471593918}",25,14,18.868862684485386,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3006,False,"{'a': 0.7, 'e': 0.007030961685433749}",25,15,20.60726396424107,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
