trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
848,False,"{'a': 0.7, 'e': 0.23715507150427706}",25,0,-3.1479223031114056,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
849,False,"{'a': 0.7, 'e': 0.235629569111948}",30,9,-24.149413372619023,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
850,False,"{'a': 0.7, 'e': 0.2341034859164131}",30,15,-93.81288313477839,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 2}",1
851,False,"{'a': 0.7, 'e': 0.23257682567931431}",20,5,18.232614376911034,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.7, 'e': 0.23104959216371587}",20,3,-7.839427965981397,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
853,False,"{'a': 0.7, 'e': 0.2295217891340945}",20,0,16.897798470805746,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
854,False,"{'a': 0.7, 'e': 0.22799342035633127}",25,0,-29.107671484005138,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
855,False,"{'a': 0.7, 'e': 0.22646448959770185}",25,7,-49.740078769466734,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
856,False,"{'a': 0.7, 'e': 0.2249350006268665}",20,8,-52.020510437369495,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
857,False,"{'a': 0.7, 'e': 0.22340495721386197}",20,7,-29.26588358262098,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
858,False,"{'a': 0.7, 'e': 0.22187436313009173}",25,0,18.25176806449924,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
859,False,"{'a': 0.7, 'e': 0.22034322214831592}",20,0,-21.751518041523198,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
860,False,"{'a': 0.7, 'e': 0.21881153804264342}",25,11,-6.143712386279905,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
861,False,"{'a': 0.7, 'e': 0.2172793145885218}",20,15,10.252593596565777,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.7, 'e': 0.21574655556272743}",20,14,12.93159446823472,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.7, 'e': 0.2142132647433575}",25,11,17.24345981118412,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
864,False,"{'a': 0.7, 'e': 0.21267944590982}",20,9,9.195758530781458,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
865,False,"{'a': 0.7, 'e': 0.2111451028428237}",30,0,16.78631360383434,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
866,False,"{'a': 0.7, 'e': 0.20961023932437034}",25,8,-26.558636887313245,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
867,False,"{'a': 0.7, 'e': 0.2080748591377444}",25,0,-27.15035460374386,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
868,False,"{'a': 0.7, 'e': 0.2065389660675033}",30,18,20.709424172588996,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.7, 'e': 0.20500256389946933}",30,11,-10.08130759151393,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
870,False,"{'a': 0.7, 'e': 0.2034656564207196}",20,11,2.7448757060570204,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
871,False,"{'a': 0.7, 'e': 0.20192824741957616}",30,0,44.59026517624587,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
872,False,"{'a': 0.7, 'e': 0.2003903406855979}",35,21,-27.664372345383633,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
873,False,"{'a': 0.7, 'e': 0.19885194000957035}",25,18,2.857207384014644,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
874,False,"{'a': 0.7, 'e': 0.19731304918349676}",25,5,28.00721604682356,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.7, 'e': 0.19577367200058793}",30,11,34.890851159732264,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.7, 'e': 0.1942338122552541}",25,13,6.691103442703303,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
877,False,"{'a': 0.7, 'e': 0.192693473743095}",25,14,15.008026510476471,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.7, 'e': 0.1911526602608898}",20,2,27.710344031596225,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.7, 'e': 0.18961137560658914}",20,0,24.73124792263587,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
880,False,"{'a': 0.7, 'e': 0.18806962357930496}",20,12,14.032253044285126,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.7, 'e': 0.18652740797930062}",20,8,-3.9534567232190008,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
882,False,"{'a': 0.7, 'e': 0.1849847326079828}",30,10,36.06290003132289,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.7, 'e': 0.18344160126789144}",20,0,18.44736526103002,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
884,False,"{'a': 0.7, 'e': 0.18189801776268977}",20,0,-46.61518019600174,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
885,False,"{'a': 0.7, 'e': 0.1803539858971562}",25,11,-28.556607042640533,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
886,False,"{'a': 0.7, 'e': 0.17880950947717436}",25,1,-21.771532111904822,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
887,False,"{'a': 0.7, 'e': 0.1772645923097229}",20,6,19.16427862417167,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.7, 'e': 0.17571923820286764}",20,5,27.235052288811296,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.7, 'e': 0.1741734509657513}",20,15,-10.23117772330755,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
890,False,"{'a': 0.7, 'e': 0.17262723440858363}",20,14,12.513238833267899,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.7, 'e': 0.1710805923426333}",30,16,11.659008511238541,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
892,False,"{'a': 0.7, 'e': 0.1695335285802177}",20,4,-8.111750082997595,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
893,False,"{'a': 0.7, 'e': 0.16798604693469313}",20,0,-44.730021074102154,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
894,False,"{'a': 0.7, 'e': 0.16643815122044656}",20,9,17.590858170257178,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.7, 'e': 0.1648898452528855}",30,1,-0.6616151419933356,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 1}",1
896,False,"{'a': 0.7, 'e': 0.16334113284842816}",30,13,33.93228517798224,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.7, 'e': 0.16179201782449515}",25,13,23.80397550779061,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.7, 'e': 0.16024250399949955}",25,7,7.3829661730654434,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
899,False,"{'a': 0.7, 'e': 0.15869259519283677}",20,2,32.1618909874683,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.7, 'e': 0.1571422952248764}",25,7,29.276038794001842,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.7, 'e': 0.15559160791695215}",20,10,10.626328771955475,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.7, 'e': 0.15404053709135251}",20,0,10.595220078207111,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
903,False,"{'a': 0.7, 'e': 0.15248908657131077}",20,8,22.32240637130086,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.7, 'e': 0.15093726018099676}",25,13,9.701896823185649,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
905,False,"{'a': 0.7, 'e': 0.14938506174550675}",25,0,36.42099972616162,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
906,False,"{'a': 0.7, 'e': 0.14783249509085347}",25,10,4.197685681013151,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
907,False,"{'a': 0.7, 'e': 0.1462795640439579}",20,6,21.94551788436054,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.7, 'e': 0.1447262724326392}",20,8,19.46610289768622,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.7, 'e': 0.1431726240856046}",20,10,5.269701709551361,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
910,False,"{'a': 0.7, 'e': 0.14161862283244142}",30,17,14.772998987561198,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
911,False,"{'a': 0.7, 'e': 0.14006427250360673}",25,0,36.587118432585555,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
912,False,"{'a': 0.7, 'e': 0.13850957693041743}",20,0,6.49623262797889,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
913,False,"{'a': 0.7, 'e': 0.13695453994504211}",30,19,9.367058828502104,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
914,False,"{'a': 0.7, 'e': 0.13539916538049082}",25,16,-28.77022371501925,"{0: 7, 1: 0, 2: 0, 3: 2, 4: 0}",1
915,False,"{'a': 0.7, 'e': 0.13384345707060513}",25,18,7.32992108336436,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.7, 'e': 0.13228741885004988}",20,8,22.710403517128714,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.7, 'e': 0.1307310545543031}",35,15,8.239049795334541,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
918,False,"{'a': 0.7, 'e': 0.1291743680196459}",25,9,-32.18928080005384,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
919,False,"{'a': 0.7, 'e': 0.12761736308315438}",25,11,14.05898246785683,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
920,False,"{'a': 0.7, 'e': 0.12606004358268943}",25,14,21.294772539680814,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.7, 'e': 0.12450241335688668}",25,5,21.731286247140837,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.7, 'e': 0.12294447624514826}",25,18,14.601190993196715,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.7, 'e': 0.12138623608763283}",25,16,19.015789706317424,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.7, 'e': 0.11982769672524529}",25,11,25.259014379133333,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.7, 'e': 0.11826886199962877}",20,11,17.57017853715883,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.7, 'e': 0.11670973575315441}",20,11,6.343586577993838,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.7, 'e': 0.11515032182891126}",25,13,21.787697651302768,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.7, 'e': 0.11359062407069813}",25,11,18.19754945006858,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.7, 'e': 0.11203064632301324}",20,7,22.940156260651115,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.7, 'e': 0.11047039243104517}",20,10,15.560750149753776,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.7, 'e': 0.10890986624066253}",20,8,-38.37551624243263,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
932,False,"{'a': 0.7, 'e': 0.10734907159840572}",25,11,14.52973372285279,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
933,False,"{'a': 0.7, 'e': 0.10578801235147689}",25,8,-13.978268366973506,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
934,False,"{'a': 0.7, 'e': 0.10422669234772977}",20,16,8.166485199351948,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.7, 'e': 0.10266511543566145}",30,18,20.83126293560444,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.7, 'e': 0.1011032854644023}",30,4,51.19578309206925,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.7, 'e': 0.09954120628370576}",20,15,10.823097919222054,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.7, 'e': 0.09797888174394026}",25,17,13.003223096783406,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.7, 'e': 0.09641631569607899}",20,10,4.826134404584371,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
940,False,"{'a': 0.7, 'e': 0.09485351199168975}",30,12,22.299184586214068,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
941,False,"{'a': 0.7, 'e': 0.09329047448292681}",25,15,18.52513268101505,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.7, 'e': 0.09172720702252078}",25,7,-9.004821078936182,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
943,False,"{'a': 0.7, 'e': 0.09016371346376839}",20,0,22.74693105388005,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
944,False,"{'a': 0.7, 'e': 0.08859999766052433}",20,5,19.001168771995594,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.7, 'e': 0.08703606346719112}",20,14,12.486603535385644,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.7, 'e': 0.08547191473870891}",25,1,34.88974144634689,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.7, 'e': 0.08390755533054733}",20,8,14.413365159427311,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.7, 'e': 0.08234298909869534}",20,9,11.29603098238141,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
949,False,"{'a': 0.7, 'e': 0.08077821989965098}",25,11,26.675812989989094,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.7, 'e': 0.07921325159041329}",20,11,20.227947577238872,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.7, 'e': 0.07764808802847208}",20,2,-18.32357923902474,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
952,False,"{'a': 0.7, 'e': 0.07608273307179778}",20,0,34.233701175182205,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.7, 'e': 0.07451719057883326}",20,13,12.68676466943964,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.7, 'e': 0.07295146440848362}",20,11,17.00709481322685,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.7, 'e': 0.07138555842010608}",25,14,22.903521143477384,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.7, 'e': 0.06981947647350174}",30,23,13.090191335834971,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.7, 'e': 0.06825322242890518}",25,13,21.361239081483628,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.7, 'e': 0.06668680014697545}",30,16,22.150589822659907,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.7, 'e': 0.06512021348878556}",20,14,12.684077187595928,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.7, 'e': 0.06355346631581442}",25,13,19.31424071773084,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.7, 'e': 0.061986562489936566}",20,8,8.61767081048028,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
962,False,"{'a': 0.7, 'e': 0.06041950587341199}",20,12,12.071138472561938,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.7, 'e': 0.05885230032887797}",25,5,33.43369581028703,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.7, 'e': 0.057284949719338896}",25,14,17.643595182151763,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.7, 'e': 0.05571745790815604}",20,15,10.168311339567925,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.7, 'e': 0.0541498287590394}",25,9,10.151826258599575,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
967,False,"{'a': 0.7, 'e': 0.052582066136037484}",25,7,30.37338314060396,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.7, 'e': 0.05101417390352715}",20,11,4.373299013998111,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
969,False,"{'a': 0.7, 'e': 0.04944615592620539}",20,13,10.415278119056735,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.7, 'e': 0.04787801606907915}",20,9,15.935012073665703,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.7, 'e': 0.046309758197455114}",20,0,31.82268442214563,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
972,False,"{'a': 0.7, 'e': 0.04474138617693155}",20,1,27.674140680199525,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.7, 'e': 0.04317290387338807}",25,0,36.32343539417887,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
974,False,"{'a': 0.7, 'e': 0.041604315152975475}",20,14,11.384194811362104,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.7, 'e': 0.04003562388210752}",20,7,19.964756204490758,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.7, 'e': 0.03846683392745075}",30,19,-21.57784027562811,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
977,False,"{'a': 0.7, 'e': 0.03689794915591428}",25,9,28.71128954376957,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.7, 'e': 0.03532897343464163}",20,9,18.427945100126703,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.7, 'e': 0.033759910631000464}",25,11,21.225308295510317,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.7, 'e': 0.032190764612572455}",20,16,7.501809330233526,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.7, 'e': 0.03062153924714505}",20,11,14.089794688082268,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.7, 'e': 0.029052238402701283}",20,5,31.246738794239345,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.7, 'e': 0.027482865947409563}",20,6,24.2069561535664,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.7, 'e': 0.025913425749615485}",20,5,28.20651672937326,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.7, 'e': 0.024343921677831396}",20,10,17.321861902623457,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.7, 'e': 0.02277435760072731}",25,4,23.306149724174475,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
987,False,"{'a': 0.7, 'e': 0.021204737387120486}",30,16,24.100403475018865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.7, 'e': 0.01963506490596721}",20,0,29.94156404613889,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
989,False,"{'a': 0.7, 'e': 0.01806534402635261}",25,8,24.430330301554743,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.7, 'e': 0.01649557861748045}",25,2,40.444423954379225,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.7, 'e': 0.014925772548664902}",20,10,20.36550478572076,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.7, 'e': 0.01335592968932038}",25,0,41.501936075958355,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
993,False,"{'a': 0.7, 'e': 0.011786053908951306}",20,2,30.071259506454158,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.7, 'e': 0.01021614907714392}",20,13,14.080765534767758,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.7, 'e': 0.008646219063556069}",20,12,15.90876046485769,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.7, 'e': 0.007076267737907002}",20,4,28.17104484878844,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.7, 'e': 0.005506298969969172}",20,4,25.99426071990597,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.7, 'e': 0.00393631662955802}",20,7,23.09119082489369,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.7, 'e': 0.0023663245865217794}",20,6,24.77723376210248,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.7, 'e': 0.0007963267107332633}",20,2,29.938733665746714,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.7, 'e': -0.0007736731279203368}",30,4,44.46816324606515,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.7, 'e': -0.0023436710595476575}",20,4,24.486488629260947,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.7, 'e': -0.00391366321426137}",20,12,11.39689754856851,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.7, 'e': -0.005483645722188386}",20,7,23.662936396446476,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1005,False,"{'a': 0.7, 'e': -0.007053614713480059}",30,22,14.842295988727653,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.7, 'e': -0.008623566318320395}",30,20,14.40314666966202,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.7, 'e': -0.01019349666693626}",20,14,12.79524238235281,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.7, 'e': -0.011763401889607571}",25,10,19.473500349540263,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.7, 'e': -0.013333278116675522}",25,18,14.666309546107426,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.7, 'e': -0.014903121478552772}",30,22,15.862892985525098,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'a': 0.7, 'e': -0.016472928105733656}",30,13,25.911291229623473,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.7, 'e': -0.018042694128802394}",25,11,22.09855894179669,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.7, 'e': -0.019612415678443507}",20,12,13.849204117645991,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.7, 'e': -0.021182088885450923}",35,21,27.4524028658935,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.7, 'e': -0.022751709880738394}",20,10,15.483416350019224,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.7, 'e': -0.024321274795347698}",25,14,21.27681181902725,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.7, 'e': -0.02589077976045885}",20,9,21.396307438366584,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.7, 'e': -0.0274602209074003}",30,24,9.621463884132496,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.7, 'e': -0.029029594367657143}",20,13,12.284414821652582,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.7, 'e': -0.030598896272881305}",25,11,26.25610792010718,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.7, 'e': -0.03216812275490175}",25,13,19.41440795077561,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.7, 'e': -0.033737269945732715}",25,19,11.785202402175635,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.7, 'e': -0.03530633397758384}",25,10,26.13174599643245,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.7, 'e': -0.03687531098287045}",25,10,20.928884272093928,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.7, 'e': -0.038444197094221685}",20,3,26.218250749127172,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.7, 'e': -0.04001298844449075}",20,13,12.69544065201934,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.7, 'e': -0.041581681166765076}",20,6,21.326048693026408,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.7, 'e': -0.043150271394374544}",20,3,27.381651498544393,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.7, 'e': -0.04471875526090168}",25,15,19.98455302643637,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.7, 'e': -0.04628712890019184}",20,13,11.402873573030655,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.7, 'e': -0.047855388446361405}",20,6,20.898934916352005,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1032,False,"{'a': 0.7, 'e': -0.049423530033808}",25,8,30.49547276981417,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
